,card,exp,issuer,year
4846,5445836268317962,06/2028,MC,2028
4847,6011936934846667,12/2027,DISC,2027
4848,377785937532456,04/2028,AMEX,2028
4849,5163216592948925,09/2028,MC,2028
4850,4543642279537117,06/2028,VISA,2028
4851,4254426415926734,02/2028,VISA,2028
4852,5238466961669898,11/2028,MC,2028
4853,5361667572983979,08/2028,MC,2028
4854,6011389563935841,02/2028,DISC,2028
4855,351719331686436,07/2028,AMEX,2028
4856,368679643567867,09/2028,AMEX,2028
4857,4835121689317318,06/2028,VISA,2028
4858,4326891481582279,04/2028,VISA,2028
4859,4256996431731423,05/2028,VISA,2028
4860,4829292136394313,01/2028,VISA,2028
4861,6011554798162517,08/2028,DISC,2028
4862,4585761689677922,01/2028,VISA,2028
4863,5442287941245944,04/2028,MC,2028
4864,6011957919489133,04/2028,DISC,2028
4865,5477262796341542,03/2028,MC,2028
4866,5567528555769342,05/2028,MC,2028
4867,4567197935546862,11/2028,VISA,2028
4868,4698736399626892,09/2028,VISA,2028
4869,4956649188383129,07/2028,VISA,2028
4870,373853161124871,08/2028,AMEX,2028
4871,4689763487243597,05/2028,VISA,2028
4872,353978478273394,06/2028,AMEX,2028
4873,5545635962184143,01/2028,MC,2028
4874,362217536588249,04/2028,AMEX,2028
4875,5246577892568866,12/2027,MC,2027
4876,4441339743624786,10/2028,VISA,2028
4877,6011224471734681,10/2028,DISC,2028
4878,5162284198225719,07/2028,MC,2028
4879,378869124674724,09/2028,AMEX,2028
4880,5518343339925289,12/2028,MC,2028
4881,5413251244764865,02/2028,MC,2028
4882,5144143279259828,09/2028,MC,2028
4883,5437275313728859,06/2028,MC,2028
4884,5187733592359582,12/2027,MC,2027
4885,5162373955984673,12/2027,MC,2027
4886,5134614133787412,02/2028,MC,2028
4887,5438216136157917,02/2028,MC,2028
4888,4116552867448873,12/2028,VISA,2028
4889,5253367517726952,01/2028,MC,2028
4890,4792912174476986,11/2028,VISA,2028
4891,5265356718679769,03/2028,MC,2028
4892,5232225987993948,05/2028,MC,2028
4893,5327743911332534,08/2028,MC,2028
4894,6011941324197234,12/2027,DISC,2027
4895,348691464544698,05/2028,AMEX,2028
4896,5193575247511725,01/2028,MC,2028
4897,4421641483738757,04/2028,VISA,2028
4898,4357786726677789,04/2028,VISA,2028
4899,6011924348398558,11/2028,DISC,2028
4900,4596695725158447,04/2028,VISA,2028
4901,6011946692147596,12/2027,DISC,2027
4902,4738684592799649,12/2028,VISA,2028
4903,4917672848746939,01/2028,VISA,2028
4904,4799222918892867,03/2028,VISA,2028
4905,5554393983349166,07/2028,MC,2028
4906,356179583439122,07/2028,AMEX,2028
4907,4452571232129523,11/2028,VISA,2028
4908,4134792781994515,12/2027,VISA,2027
4909,4132437553643518,08/2028,VISA,2028
4910,374718384274499,09/2028,AMEX,2028
4911,3615222221597710,12/2028,AMEX,2028
4912,5579769957189582,04/2028,MC,2028
4913,4258792816438884,01/2028,VISA,2028
4914,55579495955983710,09/2028,MC,2028
4915,345679843842498,10/2028,AMEX,2028
4916,5261867714549552,10/2028,MC,2028
4917,4184929732244124,07/2028,VISA,2028
4918,4541678184252469,06/2028,VISA,2028
4919,5241218592569632,11/2028,MC,2028
4920,5547761635715143,08/2028,MC,2028
4921,4991461983985968,11/2028,VISA,2028
4922,369628145166958,04/2028,AMEX,2028
4923,5294267844952639,09/2028,MC,2028
4924,5256859513218122,10/2028,MC,2028
4925,355733584386269,06/2028,AMEX,2028
4926,355724368926818,11/2028,AMEX,2028
4927,6011462561624186,03/2028,DISC,2028
4928,5389264158538431,04/2028,MC,2028
4929,5214241669217854,02/2028,MC,2028
4930,5389729195493824,03/2028,MC,2028
4931,5477466337356519,12/2028,MC,2028
4932,355839356442394,04/2028,AMEX,2028
4933,4539615985532354,04/2028,VISA,2028
4934,4252325756731244,05/2028,VISA,2028
4935,5541974921428273,12/2027,MC,2027
4936,4921346337491745,03/2028,VISA,2028
4937,4895575131828726,08/2028,VISA,2028
4938,5438239537915675,08/2028,MC,2028
4939,4632663869191752,02/2028,VISA,2028
4940,5556578166755282,11/2028,MC,2028
4941,5582551333947767,06/2028,MC,2028
4942,4725721473886932,04/2028,VISA,2028
4943,6011571833854395,04/2028,DISC,2028
4944,4241392163696125,08/2028,VISA,2028
4945,343187216611831,09/2028,AMEX,2028
4946,5354972858995476,12/2028,MC,2028
4947,4131714147188973,12/2028,VISA,2028
4948,362269844489156,12/2027,AMEX,2027
4949,354952884458757,09/2028,AMEX,2028
4950,5566231398245114,07/2028,MC,2028
4951,5241134823441485,08/2028,MC,2028
4952,5311973491444676,08/2028,MC,2028
4953,4852575259193177,06/2028,VISA,2028
4954,347667481551792,02/2028,AMEX,2028
4955,4397134385577945,01/2028,VISA,2028
4956,5362324941294691,07/2028,MC,2028
4957,4332516294487182,12/2028,VISA,2028
4958,5426972368383993,12/2028,MC,2028
4959,4163159677555269,04/2028,VISA,2028
4960,5484675339463971,11/2028,MC,2028
4961,5474699846431257,03/2028,MC,2028
4962,5494241733178117,07/2028,MC,2028
4963,368634326173921,04/2028,AMEX,2028
4964,341857823374559,04/2028,AMEX,2028
4965,5552355682996789,12/2028,MC,2028
4966,5123292957754819,01/2029,MC,2029
4967,4287357784837643,08/2028,VISA,2028
4968,5126897326817274,03/2028,MC,2028
4969,4912486229712823,02/2028,VISA,2028
4970,5133526794412935,09/2028,MC,2028
4971,6011656542258663,12/2028,DISC,2028
4972,4183167791354432,02/2028,VISA,2028
4973,4598371386544964,07/2028,VISA,2028
4974,5311824734532282,06/2028,MC,2028
4975,4539336517645115,05/2028,VISA,2028
4976,4918117274622575,01/2028,VISA,2028
4977,5466593789117652,08/2028,MC,2028
4978,5128243336149994,07/2028,MC,2028
4979,4269928378783278,12/2028,VISA,2028
4980,4511241812139594,07/2028,VISA,2028
4981,5172359617175469,06/2028,MC,2028
4982,4432771893735262,11/2028,VISA,2028
4983,5286398621659285,01/2028,MC,2028
4984,6011559285424155,08/2028,DISC,2028
4985,4169848714624716,01/2029,VISA,2029
4986,5464878564849831,11/2028,MC,2028
4987,371838315377378,01/2028,AMEX,2028
4988,4364849896845486,11/2028,VISA,2028
4989,5497745256815662,05/2028,MC,2028
4990,356778245743324,03/2028,AMEX,2028
4991,4346658927461566,10/2028,VISA,2028
4992,6011916693977655,06/2028,DISC,2028
4993,6011145755598148,12/2028,DISC,2028
4994,5233345561865418,12/2028,MC,2028
4995,5257468927187573,04/2028,MC,2028
4996,4581352631939687,02/2028,VISA,2028
4997,5328598653319829,01/2029,MC,2029
4998,5556487876815396,09/2028,MC,2028
4999,5357626821972197,03/2028,MC,2028
5000,4173892744684799,08/2028,VISA,2028
5001,369655623532674,02/2028,AMEX,2028
5002,365525752913512,11/2028,AMEX,2028
5003,5542657322411134,04/2028,MC,2028
5004,356227459172879,09/2028,AMEX,2028
5005,4111817473811292,08/2028,VISA,2028
5006,5322256922641137,04/2028,MC,2028
5007,49134791884728510,04/2028,VISA,2028
5008,6011918828787686,09/2028,DISC,2028
5009,4258184841442554,05/2028,VISA,2028
5010,4764497251833535,10/2028,VISA,2028
5011,5449496311373979,04/2028,MC,2028
5012,5482788596224473,03/2028,MC,2028
5013,5128165789121735,08/2028,MC,2028
5014,341496151469382,02/2028,AMEX,2028
5015,349634587155793,08/2028,AMEX,2028
5016,5477218214962343,04/2028,MC,2028
5017,4437718142367749,01/2029,VISA,2029
5018,5293715654345253,04/2028,MC,2028
5019,4474444172932567,06/2028,VISA,2028
5020,5586821384445326,10/2028,MC,2028
5021,4967619475761599,03/2028,VISA,2028
5022,4758252292666271,12/2028,VISA,2028
5023,4487741583948263,05/2028,VISA,2028
5024,5219482949829499,10/2028,MC,2028
5025,5534289249759997,09/2028,MC,2028
5026,4189268114277682,05/2028,VISA,2028
5027,4873889141228793,11/2028,VISA,2028
5028,4782221941971481,02/2029,VISA,2029
5029,5568528288911681,11/2028,MC,2028
5030,4552228762316827,01/2029,VISA,2029
5031,373985876984767,06/2028,AMEX,2028
5032,4982842867544834,02/2029,VISA,2029
5033,4449193429518792,10/2028,VISA,2028
5034,5267569455259763,08/2028,MC,2028
5035,6011857774932831,05/2028,DISC,2028
5036,5515377399412187,09/2028,MC,2028
5037,365182858996536,03/2028,AMEX,2028
5038,4142241424226521,11/2028,VISA,2028
5039,5211471321329598,01/2029,MC,2029
5040,4268479959971248,04/2028,VISA,2028
5041,379276217747335,01/2029,AMEX,2029
5042,5541175568377423,08/2028,MC,2028
5043,5142975136295574,02/2029,MC,2029
5044,5321772467168386,05/2028,MC,2028
5045,368265433573446,05/2028,AMEX,2028
5046,4948977379919422,05/2028,VISA,2028
5047,6011688988485773,02/2029,DISC,2029
5048,4454138939361581,09/2028,VISA,2028
5049,5493632964437928,02/2028,MC,2028
5050,376712864823469,03/2028,AMEX,2028
5051,355975756329441,02/2029,AMEX,2029
5052,5242717663499198,12/2028,MC,2028
5053,356644316422356,03/2028,AMEX,2028
5054,4716364686131449,06/2028,VISA,2028
5055,4378766832151213,11/2028,VISA,2028
5056,5573385989972121,03/2028,MC,2028
5057,5424267211339561,08/2028,MC,2028
5058,4175988914241788,04/2028,VISA,2028
5059,5414586928815973,09/2028,MC,2028
5060,5133474679292363,01/2029,MC,2029
5061,4861496649199627,03/2028,VISA,2028
5062,4761961765251685,02/2028,VISA,2028
5063,4628952228741654,12/2028,VISA,2028
5064,355487391573151,10/2028,AMEX,2028
5065,5489493117715942,11/2028,MC,2028
5066,4116454955531563,08/2028,VISA,2028
5067,6011541686298115,02/2029,DISC,2029
5068,5599668893421842,12/2028,MC,2028
5069,4416597393288514,06/2028,VISA,2028
5070,6011149913588777,03/2028,DISC,2028
5071,4813981995282415,02/2028,VISA,2028
5072,4649515771539539,04/2028,VISA,2028
5073,5168925842241528,02/2029,MC,2029
5074,4523498529354843,02/2028,VISA,2028
5075,4869215837736426,08/2028,VISA,2028
5076,373343731264274,07/2028,AMEX,2028
5077,6011339738533633,02/2028,DISC,2028
5078,378562817939955,05/2028,AMEX,2028
5079,4873512988317517,10/2028,VISA,2028
5080,4375112661182487,04/2028,VISA,2028
5081,4343571221585365,04/2028,VISA,2028
5082,346613991114391,02/2028,AMEX,2028
5083,4876957365687262,08/2028,VISA,2028
5084,5278188381411963,12/2028,MC,2028
5085,4776469295654116,06/2028,VISA,2028
5086,4365871785868949,09/2028,VISA,2028
5087,367231287416877,11/2028,AMEX,2028
5088,4678757117236891,03/2028,VISA,2028
5089,374218428125492,02/2028,AMEX,2028
5090,4472117748149666,05/2028,VISA,2028
5091,4264183828692142,04/2028,VISA,2028
5092,5511467874587381,07/2028,MC,2028
5093,4337118937771646,04/2028,VISA,2028
5094,6011971222322527,12/2028,DISC,2028
5095,379497134478966,07/2028,AMEX,2028
5096,5529948342529352,05/2028,MC,2028
5097,4764875226186149,12/2028,VISA,2028
5098,359664746611136,02/2028,AMEX,2028
5099,369813186337136,02/2028,AMEX,2028
5100,355228276176656,09/2028,AMEX,2028
5101,5134544823377218,06/2028,MC,2028
5102,378858751377123,11/2028,AMEX,2028
5103,5576419491273251,08/2028,MC,2028
5104,4551249859924811,07/2028,VISA,2028
5105,363769682639449,02/2029,AMEX,2029
5106,362335193613736,11/2028,AMEX,2028
5107,5194378937943434,04/2028,MC,2028
5108,4444581932687895,08/2028,VISA,2028
5109,5369336738337262,10/2028,MC,2028
5110,6011457762514178,02/2029,DISC,2029
5111,5576481735858859,01/2029,MC,2029
5112,5259168695655938,12/2028,MC,2028
5113,379856255687368,03/2028,AMEX,2028
5114,4565834641541611,06/2028,VISA,2028
5115,4987844942525171,01/2029,VISA,2029
5116,374759586233842,03/2029,AMEX,2029
5117,5271376271652948,03/2028,MC,2028
5118,5383848315272227,10/2028,MC,2028
5119,5592757286995749,07/2028,MC,2028
5120,368155475519516,03/2028,AMEX,2028
5121,4146457185515789,03/2029,VISA,2029
5122,5567174754842273,05/2028,MC,2028
5123,6011424811477641,08/2028,DISC,2028
5124,5321145958339388,03/2029,MC,2029
5125,5559966836474169,08/2028,MC,2028
5126,4778417291729349,02/2029,VISA,2029
5127,5594777928377872,10/2028,MC,2028
5128,4573469687791372,02/2029,VISA,2029
5129,6011815329853159,05/2028,DISC,2028
5130,5232522222381669,08/2028,MC,2028
5131,6011726662416852,11/2028,DISC,2028
5132,348875895414684,06/2028,AMEX,2028
5133,5116175834445611,02/2029,MC,2029
5134,5461136312357984,01/2029,MC,2029
5135,5127391598348969,07/2028,MC,2028
5136,6011124686313455,09/2028,DISC,2028
5137,361878964199451,03/2028,AMEX,2028
5138,5588989531964297,04/2028,MC,2028
5139,4338456398167444,05/2028,VISA,2028
5140,5115898697875142,04/2028,MC,2028
5141,4439627587897367,03/2029,VISA,2029
5142,4961754916528251,03/2028,VISA,2028
5143,4736754412689924,05/2028,VISA,2028
5144,368593113859649,04/2028,AMEX,2028
5145,5515584719223521,02/2029,MC,2029
5146,5513423289312558,09/2028,MC,2028
5147,4252948322497642,09/2028,VISA,2028
5148,351814829339927,07/2028,AMEX,2028
5149,348343954485343,10/2028,AMEX,2028
5150,5196522253117242,11/2028,MC,2028
5151,4499528889355616,11/2028,VISA,2028
5152,5322517486999454,07/2028,MC,2028
5153,5426875265945162,12/2028,MC,2028
5154,4188868161244229,08/2028,VISA,2028
5155,5335147121765428,11/2028,MC,2028
5156,4654122145364678,06/2028,VISA,2028
5157,5572959919698914,05/2028,MC,2028
5158,5286228325723659,06/2028,MC,2028
5159,4173951151889349,01/2029,VISA,2029
5160,365152239437211,08/2028,AMEX,2028
5161,4974951695261329,09/2028,VISA,2028
5162,4422239953253438,12/2028,VISA,2028
5163,6011379279112173,12/2028,DISC,2028
5164,379521119159224,03/2028,AMEX,2028
5165,6011948199125687,09/2028,DISC,2028
5166,5129684973222587,12/2028,MC,2028
5167,357654828382526,11/2028,AMEX,2028
5168,4622122254191853,03/2029,VISA,2029
5169,5564612496953281,06/2028,MC,2028
5170,4987339848211786,01/2029,VISA,2029
5171,4679333658872798,05/2028,VISA,2028
5172,4572733798932782,09/2028,VISA,2028
5173,4739675548357887,10/2028,VISA,2028
5174,4218337415656343,09/2028,VISA,2028
5175,5383132465152814,06/2028,MC,2028
5176,4177416114892588,07/2028,VISA,2028
5177,6011182566578522,03/2029,DISC,2029
5178,4292248286645142,12/2028,VISA,2028
5179,343496641499849,07/2028,AMEX,2028
5180,4665157174425732,06/2028,VISA,2028
5181,376798144839763,09/2028,AMEX,2028
5182,4796689488675281,03/2029,VISA,2029
5183,5472644441662171,04/2029,MC,2029
5184,3541363299634610,01/2029,AMEX,2029
5185,5443481518486986,05/2028,MC,2028
5186,349855372746674,12/2028,AMEX,2028
5187,5512894893212734,07/2028,MC,2028
5188,4616378411583899,04/2028,VISA,2028
5189,363177137341175,01/2029,AMEX,2029
5190,6011885147824724,06/2028,DISC,2028
5191,4133499968921383,09/2028,VISA,2028
5192,5534569325669669,04/2028,MC,2028
5193,5178182653116955,02/2029,MC,2029
5194,5368132737873832,07/2028,MC,2028
5195,5194175113358993,07/2028,MC,2028
5196,4256864166374571,02/2029,VISA,2029
5197,5185273466548293,11/2028,MC,2028
5198,5355675238821895,01/2029,MC,2029
5199,5532717847331811,06/2028,MC,2028
5200,362811685839468,04/2028,AMEX,2028
5201,5534427527517931,04/2029,MC,2029
5202,6011278782252452,07/2028,DISC,2028
5203,6011962281883947,06/2028,DISC,2028
5204,4948819727373938,07/2028,VISA,2028
5205,6011829571753553,05/2028,DISC,2028
5206,5482129831354744,06/2028,MC,2028
5207,4484277221965594,03/2029,VISA,2029
5208,349353723621275,02/2029,AMEX,2029
5209,4997186841785631,01/2029,VISA,2029
5210,6011591176882167,03/2029,DISC,2029
5211,5386686562366764,04/2028,MC,2028
5212,5164542116522956,02/2029,MC,2029
5213,372339765566999,08/2028,AMEX,2028
5214,4888556759237977,05/2028,VISA,2028
5215,5185582499431172,04/2029,MC,2029
5216,345125582584743,02/2029,AMEX,2029
5217,4615839313661753,06/2028,VISA,2028
5218,5593543716939492,02/2029,MC,2029
5219,4582618811717997,02/2029,VISA,2029
5220,5464494765786713,04/2029,MC,2029
5221,5484737652435281,08/2028,MC,2028
5222,366821322647915,01/2029,AMEX,2029
5223,5276256919217566,05/2028,MC,2028
5224,4569681937921155,11/2028,VISA,2028
5225,4558441114563731,04/2028,VISA,2028
5226,4377866724849246,10/2028,VISA,2028
5227,372335244775623,10/2028,AMEX,2028
5228,4899336494446416,10/2028,VISA,2028
5229,5329362141265154,07/2028,MC,2028
5230,5327814826426198,09/2028,MC,2028
5231,4329957547267895,02/2029,VISA,2029
5232,6011184685134435,01/2029,DISC,2029
5233,4711917836151826,11/2028,VISA,2028
5234,353222465993122,09/2028,AMEX,2028
5235,5547745644658428,04/2028,MC,2028
5236,5588572376545858,10/2028,MC,2028
5237,4322996963922861,11/2028,VISA,2028
5238,4985789648242534,11/2028,VISA,2028
5239,5272228531342191,02/2029,MC,2029
5240,5128911494131125,12/2028,MC,2028
5241,5153183967734946,06/2028,MC,2028
5242,3648962636993910,04/2029,AMEX,2029
5243,4395642398767297,06/2028,VISA,2028
5244,4437796229871262,09/2028,VISA,2028
5245,4381531553172169,02/2029,VISA,2029
5246,4944924791898796,06/2028,VISA,2028
5247,5123123846297233,04/2028,MC,2028
5248,5383226443841157,12/2028,MC,2028
5249,4293534733133298,11/2028,VISA,2028
5250,5121846869249515,11/2028,MC,2028
5251,341397855458954,11/2028,AMEX,2028
5252,4148464863918382,08/2028,VISA,2028
5253,5135419155715716,11/2028,MC,2028
5254,4737788546162522,01/2029,VISA,2029
5255,6011129562812223,09/2028,DISC,2028
5256,4992988673512172,07/2028,VISA,2028
5257,4258419874229399,06/2028,VISA,2028
5258,4423531725882638,04/2029,VISA,2029
5259,5354781687432837,09/2028,MC,2028
5260,4582828377494879,11/2028,VISA,2028
5261,4937877122994529,10/2028,VISA,2028
5262,4185145497171621,12/2028,VISA,2028
5263,5226469766457711,02/2029,MC,2029
5264,6011789248761761,07/2028,DISC,2028
5265,4822399194396671,01/2029,VISA,2029
5266,4343846955595792,07/2028,VISA,2028
5267,5318146548423323,08/2028,MC,2028
5268,352736974228473,05/2028,AMEX,2028
5269,348467159588245,01/2029,AMEX,2029
5270,4332674382765843,08/2028,VISA,2028
5271,4756952282594217,01/2029,VISA,2029
5272,4739357516291337,01/2029,VISA,2029
5273,5312729397753241,06/2028,MC,2028
5274,5131411248541732,10/2028,MC,2028
5275,5419118956169688,10/2028,MC,2028
5276,371344455691868,04/2029,AMEX,2029
5277,346754399138226,06/2028,AMEX,2028
5278,5542973177918176,02/2029,MC,2029
5279,5318152557136251,04/2029,MC,2029
5280,5213965226732523,05/2029,MC,2029
5281,4517887181744283,09/2028,VISA,2028
5282,355121433443384,04/2029,AMEX,2029
5283,5252174676426957,05/2029,MC,2029
5284,4174394598171246,02/2029,VISA,2029
5285,372132128354116,05/2029,AMEX,2029
5286,4296952958656883,06/2028,VISA,2028
5287,4356995971555373,05/2028,VISA,2028
5288,4811746848175419,04/2029,VISA,2029
5289,5476224239665243,09/2028,MC,2028
5290,5172873524526242,05/2029,MC,2029
5291,359642538564614,02/2029,AMEX,2029
5292,6011598185365845,12/2028,DISC,2028
5293,5313584158384416,08/2028,MC,2028
5294,4271196182437731,04/2029,VISA,2029
5295,5299588578344213,08/2028,MC,2028
5296,349975667946845,06/2028,AMEX,2028
5297,54571567744627310,04/2029,MC,2029
5298,5341456475829124,12/2028,MC,2028
5299,5399667243732249,02/2029,MC,2029
5300,5244759776415347,06/2028,MC,2028
5301,6011554927822585,03/2029,DISC,2029
5302,373945439816815,12/2028,AMEX,2028
5303,373927445716734,07/2028,AMEX,2028
5304,5498212268472833,11/2028,MC,2028
5305,4474967122391252,06/2028,VISA,2028
5306,4287676542331874,08/2028,VISA,2028
5307,5582978862248822,07/2028,MC,2028
5308,5139685249767956,09/2028,MC,2028
5309,375842854293562,04/2029,AMEX,2029
5310,5515414133556241,11/2028,MC,2028
5311,5362312536531619,12/2028,MC,2028
5312,5522376251138683,11/2028,MC,2028
5313,5533314171753775,06/2028,MC,2028
5314,4119941877719786,09/2028,VISA,2028
5315,4659332712368664,12/2028,VISA,2028
5316,5457932729219445,05/2029,MC,2029
5317,4561258429585513,05/2029,VISA,2029
5318,4719449494676987,06/2028,VISA,2028
5319,358699177382212,01/2029,AMEX,2029
5320,349698141334434,06/2028,AMEX,2028
5321,5527587726746422,06/2028,MC,2028
5322,4163196989441663,05/2028,VISA,2028
5323,5456969628625125,09/2028,MC,2028
5324,5122976127674953,01/2029,MC,2029
5325,4976493737467679,01/2029,VISA,2029
5326,5426316197513315,04/2029,MC,2029
5327,4471582388738568,09/2028,VISA,2028
5328,5566316117943311,01/2029,MC,2029
5329,5385697685919786,01/2029,MC,2029
5330,5112181399735986,03/2029,MC,2029
5331,5592731747175696,11/2028,MC,2028
5332,5158714869237557,11/2028,MC,2028
5333,356944647261568,06/2028,AMEX,2028
5334,4464836964664856,03/2029,VISA,2029
5335,6011329389538353,12/2028,DISC,2028
5336,6011178455749737,07/2028,DISC,2028
5337,4486554259528744,05/2029,VISA,2029
5338,4272891887783715,08/2028,VISA,2028
5339,5177331756795295,05/2029,MC,2029
5340,4361591176757519,04/2029,VISA,2029
5341,4539974328118979,08/2028,VISA,2028
5342,4754322119974275,11/2028,VISA,2028
5343,6011457883986271,06/2029,DISC,2029
5344,342755766985796,10/2028,AMEX,2028
5345,4156253697616869,08/2028,VISA,2028
5346,5137539147262747,06/2029,MC,2029
5347,4665438627817257,04/2029,VISA,2029
5348,5561761795484952,10/2028,MC,2028
5349,4327933427372552,12/2028,VISA,2028
5350,6011183488646587,01/2029,DISC,2029
5351,6011432354131756,06/2029,DISC,2029
5352,353868633834547,10/2028,AMEX,2028
5353,5366912174629934,03/2029,MC,2029
5354,5352546133567862,04/2029,MC,2029
5355,4655612253547956,04/2029,VISA,2029
5356,348218372583293,12/2028,AMEX,2028
5357,341647782362657,02/2029,AMEX,2029
5358,363771289339837,03/2029,AMEX,2029
5359,5357985523271922,11/2028,MC,2028
5360,4287572966494449,08/2028,VISA,2028
5361,6011384282573577,08/2028,DISC,2028
5362,362794925578817,05/2029,AMEX,2029
5363,4473257144991425,02/2029,VISA,2029
5364,354698352192341,08/2028,AMEX,2028
5365,54732362283244610,05/2029,MC,2029
5366,348818981891589,11/2028,AMEX,2028
5367,4126398168864766,03/2029,VISA,2029
5368,364627427891981,10/2028,AMEX,2028
5369,5491354734498336,01/2029,MC,2029
5370,5594862561743646,11/2028,MC,2028
5371,5182361987114795,05/2029,MC,2029
5372,344815537835437,12/2028,AMEX,2028
5373,352566971846757,06/2028,AMEX,2028
5374,4211547337339441,09/2028,VISA,2028
5375,5229996268548347,11/2028,MC,2028
5376,4889396589845312,06/2029,VISA,2029
5377,6011453879287865,03/2029,DISC,2029
5378,4848637994418942,02/2029,VISA,2029
5379,6011975257941564,03/2029,DISC,2029
5380,4222792319141715,10/2028,VISA,2028
5381,5562776919368963,02/2029,MC,2029
5382,5253839769557319,06/2029,MC,2029
5383,368587387722269,06/2028,AMEX,2028
5384,341796572219559,05/2029,AMEX,2029
5385,4786922668247825,06/2028,VISA,2028
5386,5252543879364852,08/2028,MC,2028
5387,5159686246669414,08/2028,MC,2028
5388,4489331641441432,11/2028,VISA,2028
5389,6011984158927573,11/2028,DISC,2028
5390,4472813348661882,10/2028,VISA,2028
5391,6011765251338853,11/2028,DISC,2028
5392,5154835598478453,07/2028,MC,2028
5393,4321384452746771,03/2029,VISA,2029
5394,4862157496937134,10/2028,VISA,2028
5395,5255784852461417,12/2028,MC,2028
5396,5496682967727277,01/2029,MC,2029
5397,364875139541416,07/2028,AMEX,2028
5398,351333353826399,09/2028,AMEX,2028
5399,5364947895367721,11/2028,MC,2028
5400,4718372758441982,05/2029,VISA,2029
5401,5154779364669269,12/2028,MC,2028
5402,6011415149218533,03/2029,DISC,2029
5403,353441829385425,09/2028,AMEX,2028
5404,5298414521822877,03/2029,MC,2029
5405,4312138822497775,07/2028,VISA,2028
5406,6011972489995682,10/2028,DISC,2028
5407,351436944818559,03/2029,AMEX,2029
5408,5222445186317796,09/2028,MC,2028
5409,5556142939353485,08/2028,MC,2028
5410,5577413921516248,08/2028,MC,2028
5411,4917385387819518,07/2028,VISA,2028
5412,5241921584576651,01/2029,MC,2029
5413,5582617817994318,06/2029,MC,2029
5414,377545862972329,04/2029,AMEX,2029
5415,5271568627877167,09/2028,MC,2028
5416,4613421682664668,08/2028,VISA,2028
5417,6011854764689117,10/2028,DISC,2028
5418,5463548962963788,12/2028,MC,2028
5419,5466985827928753,11/2028,MC,2028
5420,4569131579634419,09/2028,VISA,2028
5421,354948594444384,11/2028,AMEX,2028
5422,5286289786323462,04/2029,MC,2029
5423,5242982342167935,01/2029,MC,2029
5424,5262166531914944,05/2029,MC,2029
5425,6011395466255195,09/2028,DISC,2028
5426,4291749679437873,11/2028,VISA,2028
5427,4237983815679679,01/2029,VISA,2029
5428,5298712557131927,07/2028,MC,2028
5429,5542612334368939,09/2028,MC,2028
5430,4886584926827894,07/2029,VISA,2029
5431,361146378615565,08/2028,AMEX,2028
5432,5546245986964899,01/2029,MC,2029
5433,4783569649313847,02/2029,VISA,2029
5434,5537645581661116,11/2028,MC,2028
5435,5252844573286262,05/2029,MC,2029
5436,378362878928462,07/2029,AMEX,2029
5437,5593472649267328,08/2028,MC,2028
5438,5296693838561938,02/2029,MC,2029
5439,6011657117957226,05/2029,DISC,2029
5440,5224877718734999,10/2028,MC,2028
5441,4685713952452391,01/2029,VISA,2029
5442,372312415157683,01/2029,AMEX,2029
5443,5342884377881589,02/2029,MC,2029
5444,4572481881462867,04/2029,VISA,2029
5445,4642337452295357,04/2029,VISA,2029
5446,4617528523898333,07/2029,VISA,2029
5447,4576769626455394,02/2029,VISA,2029
5448,5263293923991311,07/2028,MC,2028
5449,4226944958344813,03/2029,VISA,2029
5450,4471172599558136,01/2029,VISA,2029
5451,4484539242238198,02/2029,VISA,2029
5452,5346368598642612,08/2028,MC,2028
5453,4335439798116735,07/2028,VISA,2028
5454,6011124315928558,08/2028,DISC,2028
5455,4511276179852157,09/2028,VISA,2028
5456,5472721195274633,09/2028,MC,2028
5457,4916257156399348,11/2028,VISA,2028
5458,4574821715831985,03/2029,VISA,2029
5459,4531895775264818,11/2028,VISA,2028
5460,5352828184561519,09/2028,MC,2028
5461,5489295168453889,03/2029,MC,2029
5462,4276593636458856,11/2028,VISA,2028
5463,5314351515462619,04/2029,MC,2029
5464,374539386587492,09/2028,AMEX,2028
5465,4471336866636863,05/2029,VISA,2029
5466,4733364822238131,02/2029,VISA,2029
5467,344524698122136,06/2029,AMEX,2029
5468,5513574621835621,06/2029,MC,2029
5469,4431564575837451,02/2029,VISA,2029
5470,4575793933531532,03/2029,VISA,2029
5471,4437689644991536,08/2028,VISA,2028
5472,4711716814783125,04/2029,VISA,2029
5473,5377699252381879,12/2028,MC,2028
5474,356266534882557,10/2028,AMEX,2028
5475,6011197141237493,05/2029,DISC,2029
5476,371944791757818,05/2029,AMEX,2029
5477,4424113957341143,07/2029,VISA,2029
5478,5244325572567598,08/2029,MC,2029
5479,5336248179471767,05/2029,MC,2029
5480,346739364868667,09/2028,AMEX,2028
5481,6011567872792769,12/2028,DISC,2028
5482,4565467167918341,02/2029,VISA,2029
5483,368284858722735,09/2028,AMEX,2028
5484,5265353521486292,11/2028,MC,2028
5485,5488822278481483,09/2028,MC,2028
5486,5458443251793129,08/2028,MC,2028
5487,375516172447866,08/2028,AMEX,2028
5488,5133272412337747,04/2029,MC,2029
5489,4426641472214245,10/2028,VISA,2028
5490,6011128235412999,05/2029,DISC,2029
5491,5582174559569973,08/2029,MC,2029
